doi,title,year,cluster,topic_label
10.30574/wjaets.2025.16.1.1237,Next-generation plastic recycling: Breakthrough developments and the path toward a circular economy,2025,7,"marine debris, metric tons, human health, u s"
10.22219/jcse.v6i1.37550,Active participation of mothers in plastic recycling activities to improve water quality and reduce environmental pollution,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1016/j.wasman.2025.115083,Impact of sample pretreatment on analytical representativity in mechanical plastic recycling: A case study on brominated flame retardants,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.4314/dujopas.v11i1b.35,"Effects of Meteorological Parameters on Air Quality Index (AQI) in the Vicinity of Plastic Recycling Industries in Kano Metropolis, Nigeria",2025,6,"supply chain, climate change, environmental impacts, value chain"
10.37481/sjr.v8i4.1302,Perancangan Harga Pokok Produksi Excel pada Usaha Daur Ulang Plastik dengan Metode Full Costing,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.1039/d5gc00664c,Depolymerization of Polyesters by In-Situ Generated Alkali Metal Alkoxides,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.70251/hyjr2348.311925,Advancing PET-Degrading Enzymes through Directed Evolution to Combat Plastic Pollution,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.3390/su17125606,Increasing Approval of Novel Recycling Technologies with Education: A Case Study of Multi-Material Plastic,2025,7,"marine debris, metric tons, human health, u s"
10.37284/eajenr.8.1.2937,Effect of Green Economy Practices on Flood Risk Reduction in the City of Kigali,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.69997/sct.143217,Optimizing the Selection of Solvents for the Dissolution and Precipitation of Polyethylene,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.46488/nept.2025.v24i04.d1758,Transboundary Trade in Plastic Waste and Environmental Concerns: A Case Study from Thailand,2025,7,"marine debris, metric tons, human health, u s"
10.1002/bkcs.70069,Waste plastic upcycling via homogeneous catalytic hydrogenation/dehydrogenation/transfer hydrogenation,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.36948/ijfmr.2025.v07i03.43865,DEVELOPMENT OF INNOVATIVE PRODUCTS FROM RECYCLED PLASTIC WASTES,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1002/pol.20240928,A Useful Tool to Recycle Mixed Plastics Blends,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1515/pac-2024-0396,Density-based solvent separation method for recycling mixed low-value plastic waste,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.55041/ijsrem45590,Plastic Strip Making Machine – A Design and Development Approach,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.1021/acs.jchemed.4c01164,Integrating Community Service into Student Learning: A Model Event of a Plastic Waste Cleanup,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.62421/jibema.v2i4.129,National Circular Economic Movement (GESN) Towards Sustainable Development (SDGs) 2030: A Netnography Study,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.57138/lbxh9654,Circularity of PET Bottles Post-Usage: Insights from the Informal Supply Chain in Bangladesh,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.3390/proceedings2025129051,Understanding and Controlling Interference in Sub-Terahertz Wave Measurements,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.70991/1815-896x-2025-1-53-269-295,WORLD RESEARCH DIRECTIONS ON THE USE OF PLASTIC WASTE OF POLYETHYLENE TEREPHTHALATE IN ROAD SECTOR,2025,7,"marine debris, metric tons, human health, u s"
10.23917/jiti.v24i01.8599,Factors Affecting Repurchase Intention Green Product Based on Theory of Planned Behavior Model,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1002/ange.202511131,Insight into how PETase Functions at the Solid‐Liquid Interface and an Activity‐Stability Trade‐Off,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.3389/fmars.2025.1625561,"Mechanical recycling and upcycling of marine macro- and micro- plastics: technologies, challenges, and future directions",2025,7,"marine debris, metric tons, human health, u s"
10.3390/recycling10020065,A Plastic Classification Model Based on Simulated Data,2025,7,"marine debris, metric tons, human health, u s"
10.21741/9781644903599-259,A quantitative assessment of variability in impact polypropylene mechanical recycling,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.3390/w17111613,Public Perception of Drinking Water Quality in an Arsenic-Affected Region: Implications for Sustainable Water Management,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.4028/p-zxh33i,Experimental Comparison of 90MnCrV8 and X153CrMoV12 Steels in MN Knife Mill for Wear Reduction,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.51551/verimlilik.1684673,Application of Lean Manufacturing Techniques to Low Density Polyethylene Recycling Processes: A Value Stream Mapping Approach,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.1080/10426914.2025.2566500,Efficient thermal approach for producing reduced graphene oxide from ethylene glycol derived from PET waste,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1002/cssc.202401756,Understanding the Dissolution Kinetics of a DINCH Plasticized PVC: Experimental Design and Applied Modeling,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1002/eng2.70327,Exploring Mg‐Al Bimetallic Oxide Catalysts for Efficient Terephthalic Acid Recovery From Polyethylene Terephthalate,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1002/cssc.202501352,Efficient Recovery and Fast Hydrolysis of Polyethylene Terephthalate by Dihydrolevoglucosenone (Cyrene),2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.37745/ijdes.13/vol13n190105,"Household Plastic Waste Management Strategies for Socio-economic and Environmental Sustainability in Eldoret City, Kenya",2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.32699/cathasaintifica.v2i2.8177,"THE TECHNOLOGY OF ""ECOBRICK ROSTER"" FROM PLASTIC WASTE IN MOSQUE BUILDING ORNAMENTS AS A RECYCLING SOLUTION",2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1108/meq-11-2024-0529,Inoperability assessment of integrated plastics recycling networks using the Criticality Index,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.1038/s41467-025-63116-8,Efficient conversion of polyethylene to light olefins by self-confined cracking and reforming,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.47172/2965-730x.sdgsreview.v5.n03.pe04468,Sustainable Development Goals in Action: Circular Economy Strategies and ESG Environmental Practices in a Plastic Injection Molding Company,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.55041/ijsrem48193,“Design & Fabrication of Plastic Strip Machine”,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.70382/tijbees.v08i4.039,"ANALYSIS OF GENERATION AND DISPOSAL OF PLASTIC WASTES IN SELECTED URBAN AREAS OF ABIA STATE, NIGERIA",2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1002/anie.202514295,Inverting the Rhodamine Paradigm: Closed‐Form Fluorescence with 280 nm Stokes Shift Drives Plastic Circularity,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1080/02602938.2025.2553894,Enhancing statistics education through student-generated data and authentic assessment,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.36948/ijfmr.2025.v07i02.41590,Isolation and Identification of Gram-Negative bacteria in soil samples of Koronadal City Sanitary Landfill,2025,7,"marine debris, metric tons, human health, u s"
10.1002/adma.202509540,Upcycling PET Coupled with Energy‐Saving H<sub>2</sub> Production from Seawater at Asymmetric Active Center,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1002/ange.202514295,Inverting the Rhodamine Paradigm: Closed‐Form Fluorescence with 280 nm Stokes Shift Drives Plastic Circularity,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1155/tswj/6169623,"Assessing the Efficiency of Bin‐Centered Solid Waste Segregation System in Ashanti Region, Ghana",2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.33019/society.v13i2.815,"Ecological Identity and Social Representation of Green MSMEs: Ergo-Iconic Value, Performativity, and Representational Resistance in the Platform Economy",2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.56557/upjoz/2025/v46i44803,Marine Debris: A Global Environmental and Socioeconomic Challenge to Coastal and Marine Ecosystems,2025,7,"marine debris, metric tons, human health, u s"
10.38124/ijisrt/25apr1461,"Promoting Sustainable Development through Waste Recycling: A Case Study of Green Entrepreneurship in Bo City, Sierra Leone",2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.63333/eem.v1n26,Experimental Study of the Process of Obtaining Filament for 3D Printing from Plastic Waste,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.11648/j.ajese.20250903.13,Identifying the Value Chain of Different Types of Recyclable Waste Plastics: Case Study on Selected SMEs of Dhaka City,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.1093/ckj/sfaf276,Green Teams Drive Sustainability: A European Rare Kidney Disease Reference Network Survey on Dialysis Environmental Practices,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.15587/2706-5448.2025.323963,Dependence of the catalytic activity of zeolite catalysts on the type of modification in the low-temperature cracking of polystyrene,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.37491/unz.105.4,Experience Of Foreign Countries In Implementing Digital Technologies In Waste Management,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.1128/aem.00833-25,Highly efficient degradation of polybutylene succinate (PBS) and polycaprolactone (PCL) by a recombinant marine fungal cutinase,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.2478/rtuect-2025-0004,Environmental Life Cycle Assessment of Healthcare Waste Valorisation Alternatives,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.21467/proceedings.179.2,Innovating Concrete with Recycled Plastic (HDPE) Aggregates,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1088/1742-6596/3060/1/012013,Sustainable construction using recycled plastic bricks: A novel approach,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.31788/rjc.2025.1829175,SYNTHESIS AND CHARACTERIZATION OF POLYPROPYLENE BLENDS FROM RECYCLED PLASTIC AND CASSAVA DREGS,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.18260/jet.42.1.2,Exploring Physico-Mechanical Properties of Recycled Plastic Amended Cement Concrete,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1088/1755-1315/1541/1/012004,Compressive Strength of Recycled Plastic Interlocking Hollow Blocks for Mortar-free Construction,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.3390/constrmater5040075,Asphalt Binder Rheological Performance Properties Using Recycled Plastic Wastes and Commercial Polymers,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.56397/saa.2025.02.04,Recycled Plastic in South African Sculpture: Analyzing the Role of Waste Materials in Contemporary Art,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.30955/gnj.07024,ENHANCING MORTAR PERFORMANCE USING RECYCLED PLASTIC FIBERS: A SUSTAINABLE SOLUTION FOR SOLID WASTE MANAGEMENT,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.47191/etj/v10i08.35,Transformation of Plastic Waste into Construction Material: Experimental Study of Concrete with Recycled Plastic Aggregates,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.3390/buildings15172996,Development and Engineering Evaluation of Interlocking Hollow Blocks Made of Recycled Plastic for Mortar-Free Housing,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1177/14780771251335110,Adaptive recycled plastic architecture: Vacuum-sealed chainmail structures through computational design,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.5755/j01.erem.81.1.35353,Producing Eco-friendly Tiles from Recycled Plastic Generated from Municipal Solid Waste,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.5455/njeas.230970,Exploring the Potential of Recycled Plastic Waste as a Sustainable Building Material in Architecture,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.11648/j.ajce.20251304.11,Modified Pervious Concrete Pavement with Lime Mortar and Recycled Plastic Fibers for Urban Infrastructure in Bangladesh,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1177/1478422x251335438,Impact of recycled plastic waste on the corrosion behaviour of steel rebar in concrete,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.31579/2690-4861/731,Determination of Cancerogenic Potentials Microplastic and recycled plastic on Oreochromis niloticus using Micronucleus Assay,2025,7,"marine debris, metric tons, human health, u s"
10.5539/jsd.v18n5p46,"Recycled Plastic-Circular Economy Opportunities, Challenges & Solutions in the Middle East",2025,6,"supply chain, climate change, environmental impacts, value chain"
10.1590/1679-7825/e8463,Dynamic Behavior and Natural Frequency of a Geodesic Dome: A Comparative Analysis of Physical and Computational Models Utilizing Recycled Plastic,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.31026/j.eng.2025.10.01,Predicting the Durability Properties of Concrete with Recycled Plastic Aggregate as a Partial Coarse Aggregate Replacement,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.22214/ijraset.2025.67946,"To Study the Behaviour of M30 Grade Concrete by Using Rice Husk Ash, Crushed Stone Dust, Recycled Plastic and Demolition and Debris",2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.55041/isjem04622,Enhancing Pavement Sustainability through Recycled Plastic Waste: Mechanical Performance and Environmental Assessment of Modified Bituminous Mixes,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.22214/ijraset.2025.69091,Use of Recycled Plastic and Coconut Shells in Concrete to Improve Strength,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.3390/ma18143361,Experimental Investigation of Steel Bar Corrosion in Recycled Plastic Aggregate Concrete Exposed to Calcium Chloride Cycles,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.32854/97tqwj06,Technical and financial feasibility of using plastic poles for chayote production [Sechium edule (Jacq.) Swartz],2025,6,"supply chain, climate change, environmental impacts, value chain"
10.31004/jh.v5i2.2325,Design and Manufacturing of Plastic Waste Recycling Equipment in Tumpuk Tangah Village,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.46799/jsa.v5i12.1642,"Membangun Pendidikan Karakter melalui Pengimplementasikan Ecobrick pada Siswa di SMP Negeri 51 Pondok Bambu, Duren Sawit Jakarta Timur",2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.58578/ajstea.v3i4.7260,Valorization of Plastic Waste in the Manufacture of Paving Stones in Congo Republic: The Case of Polyethylene Terephthalates (PET),2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.26437/ajar.v10i2.938,Transforming Plastic Waste into Fashionable Dresses: An Exploratory Approach for Sustainable Management,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.37598/abdimu.v4i2.2288,UTILIZING ECOBRICKS AS LEARNING MEDIA FOR STUDENTS WITH INTELLECTUAL DISABILITIES,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.53894/ijirss.v8i1.4547,Sustainable plastic waste management: Global practices and perspectives on the case of Kazakhstan,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.59059/mutiara.v3i3.2349,Inovasi Pembelajaran Berbasis Proyek Kerajinan Bahan Plastik di SDN 05 Marisa,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.62885/improsci.v2i5.668,Investigation Study of Semi-Bio Briquettes and Synthesis Briquettes From Used Polymer Waste Plastic Bottles,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.17271/23178604134120255765,Logística Reversa,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.55041/ijsrem46059,Recycle And Reuse of Plastic in The Form of Terrecota- Jali,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.54254/2977-5701/2025.24860,"Green premium in wine: the impact of eco-packaging, carbon footprint disclosure, organic viticulture, sustainable winemaking, and eco-labels on consumer purchase intentions",2025,7,"marine debris, metric tons, human health, u s"
10.59018/122477,Investigating the impact of GGBS and fly ash on PET concrete RC beams,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.3390/jcs9080445,Exploitation of Plastic and Olive Solid Wastes for Accelerating the Biodegradation Process of Plastic,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.26554/sti.2025.10.3.789-801,The Symmetric Pattern Fuzzy Discretizationin Predicting Plastic Type for a Sorting System Using Decision Tree Methods,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.26554/sti.2025.10.3.809-821,The Symmetric Pattern Fuzzy Discretizationin Predicting Plastic Type for a Sorting System Using Decision Tree Methods,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.28991/cej-2025-011-07-020,Enhancing Durability in Recycled Concrete: Investigating Chloride Permeability with Recycled Aggregates and Plastic Waste,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.12944/cwe.20.1.15,Development of Eco-Friendly Eco Lite Bricks using Waste Plastic Powder and Waste Glass Powder,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.35877/454ri.mattawang3706,Education on Utilizing Plastic Waste through Creative Class by Sikola Inspirasi Alam in 3T Area,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1177/19322968251358229,Recycling Insulin Pens: A Call for Action!,2025,7,"marine debris, metric tons, human health, u s"
10.52783/jier.v5i2.2529,GREEN REBUILD: EXPLORING ECO-FRIENDLY BRICKS AND FURNITURE FROM PLASTIC WASTE,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.21154/amaluna.v3i2.4433,Implementation Of Garbage Bank As a Means Of Increasing Community Creativity In Meranti Pandak Village,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.58168/e-sestti2025_477-482,COMPARATIVE ANALYSIS OF THE STRENGTH AND ENVIRONMENTAL FRIENDLINESS OF VARIOUS MATERIALS FOR THE MANUFACTURING OF OUTDOOR FURNITURE,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.21474/ijar01/21500,DESIGN AND DEVELOPMENT OF AN IOT-ENABLED SMART AIR-PURIFYING AND MONITORING MASK FOR HAZARDOUS INDUSTRIAL ENVIRONMENTS,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.58578/ajstea.v3i5.6904,Valorization of Plastic Waste in the Manufacture of Paving Stones in Congo Republic: The Case of Polyethylene Terephthalates (PET),2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1002/pro.70223,A multidomain hydrolase from the thermophile <i>Thermanaeromonas toyohensis</i> degrades high molecular mass forms of polyhydroxybutyrate,2025,7,"marine debris, metric tons, human health, u s"
10.71167/uaceg.2025.580314,Investigation of the strength and deformation characteristics of concrete with recycled polyethylene terephthalate (pet) granules,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.30574/gjeta.2025.25.1.0292,Comparative FTIR Analysis of Liquid By-products from PET Hydrolysis Using Methanol and Ethylene Glycol,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.58258/jisip.v9i3.9050,Innovation Strategy of SMA Batik 1 Surakarta in Developing Adiwiyata on Limited Green Land,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.53894/ijirss.v8i1.4841,Innovative technologies in plastic waste management in educational institutions,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.2478/cee-2025-0054,Assessment of a Plastic and Liapor Mixture in Terms of Compressive Strength,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.3390/su17146594,Sustainability in Beverage Packaging Technology: Life Cycle Analysis and Waste Management Scenarios,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.33504/jitt.v3i2.329,Pengaruh Suhu Mesin Pembuat Filamen 3D Printing Dari Kemasan Mineral Terhadap hasil Filamen Menggunakan Uji Tarik,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1088/1755-1315/1473/1/012066,Pro Marine Environmental Behavior On College Students,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.37676/jdm.v4i1.8096,Penanaman Apotik Hidup Dan Kebersihan Lingkungan,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.55041/isjem04556,EXPERIMENTAL STUDY ON THE STABILIZATION OF EXPANSIVE SOIL USING PLASTIC WASTE,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.57185/jetbis.v4i6.200,The Impact of the SAPUKU Program on the Economic Empowerment of Local Communities in Kuningan Regency: Plastic Waste Management as a Sustainable Solution,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.26634/jmgt.19.3.21609,"Reverse logistics performance and recovery of plastic bottles: A case study of equator bottlers company limited in Kisumu, Kenya",2025,6,"supply chain, climate change, environmental impacts, value chain"
10.5276/jswtm/iswmaw/511/2025.147,Effect of Mold Temperature and Shred Size on Mechanical Properties of Plastic Bottle Cap Recycling for Produce Aesthetic Parts,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.48084/etasr.10493,"Effect of Cement, Plastic Waste, and their Combinations on the Geotechnical Properties of Soft Clay Soil",2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.37385/jaets.v6i2.5959,Development of Rammed Earth Material Technology by Utilizing Plastic Waste as Reinforcement on The Partition Walls of The Building Room,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.36526/v-mac.v10i1.4229,Analisis Pengaruh Variasi Kecepatan Motor Induksi dan Jumlah Mata Pisau terhadap Kinerja Mesin Pencacah Botol Plastik,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.1088/1742-6596/2942/1/012039,Evaluation of HDPE plastic waste as a coarse aggregate substitute in Hot Rolled Sheet-Wearing Course asphalt mixtures,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.70028/cpir.v1i1.26,Innovative Sustainable Concrete: Fresh and Hardened Properties Incorporating Plastic Waste,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1002/bse.4191,The Future of Circular Economy: Person‐Narrative and Scenario Planning on Self‐Sustained Circular Business Ecosystem in Minimizing Plastic Waste,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1371/journal.pone.0318987,Open-source 3D printable forearm crutch,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.3390/su17062581,Green Cosmetics—The Effects of Package Design on Consumers’ Willingness-to-Pay and Sustainability Perceptions,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.3390/pr13030888,Advancing Plastic Waste Management for a Circular Economy: Comparative Insights from Plovdiv (Bulgaria) and Kostanay (Kazakhstan),2025,6,"supply chain, climate change, environmental impacts, value chain"
10.58578/yasin.v5i4.5779,Optimalisasi Pembelajaran Akidah Akhlak dalam Menumbuhkan Karakter Peduli Lingkungan melalui Program P5 PPRA di MTsN 15 Jombang,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.23887/ijcsl.v9i2.90803,Composite Materials from Plant Fibers and Processed Plastic Waste for Exotic Knife Handles,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.2166/wrd.2025.108,"Effect of the ebb-and-flow constructed wetland operation, media type and celery (<i>Apium graveolens</i> L<i>.</i>) growth on nutrient removal from a pre-treated brewery effluent",2025,6,"supply chain, climate change, environmental impacts, value chain"
10.3390/recycling10040147,Recycled Glass and Plastic Waste in Sustainable Geopolymer Systems for Affordable Housing Solutions,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.3390/ma18184334,Bayesian LSTM-Based Missing Data Estimation and Flexural Strength Assessment for Determination of Novel Smart Mobility Pavement Materials: Mg(OH)2 Added Plastic Composites,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.3390/su17041691,"Farmers’ Perceptions of Environmental Risks and Barriers to Agricultural Plastic Waste Management in Al-Kharj Governorate, Saudi Arabia",2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1088/1755-1315/1499/1/012050,"Floating solar panels in marine waters, an unexplored green energy in Italy",2025,6,"supply chain, climate change, environmental impacts, value chain"
10.64539/sjer.v1i2.2025.26,Nano-modified Bitumen Enhancing Properties with Nanomaterials,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.25514/chs.2025.1.28006,Перспективы применения микроволнового излучения для пиролиза различных видов пластиковых отходов,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.22214/ijraset.2025.73220,To Study the Partial Replacement of Cement with Bamboo Leaf Ash and Eggshell Powder with Addition of Coted Pet Fiber,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.3390/polym17182533,Evaluation and Optimization of Thermoplastic Extrusion Parameters Influencing the Impact Resistance of Additively Manufactured Samples from PETG and Recycled PETG,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.47172/2965-730x.sdgsreview.v5.n02.pe03689,The Implementations and Strategies of Learning Based on Ecoliteracy in Boarding Schools in Reaching SDG for Classy Education,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.3934/ctr.2025001,Case study of potential design perceptions for 3D printed accessories made of used face masks,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.28991/cej-2025-011-04-08,Flexural Behavior of Hybrid Fiber Reinforced SCC Beams with Longitudinal and Bubble Voids,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.22214/ijraset.2025.72550,Practical Experiment on Filament Making Setup for FDM 3D Printer Material from Waste Plastic Bottle,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.3390/app15137353,Innovative AIoT Solutions for PET Waste Collection in the Circular Economy Towards a Sustainable Future,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.4028/p-veyrk8,Comparative Study on the Effect of Different Rubber Waste as Filler on Recycled Polyvinylchloride Composites,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1016/j.wasman.2025.115094,Maximising naphtha-range hydrocarbons from thermal pyrolysis of polyolefin-rich mixed plastic waste by split-plot response surface methodology,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1088/1755-1315/1536/1/012025,PET Recycling for 3D Printing: Construction of an Extruder with Electronic Waste,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.2478/cee-2026-0005,The Combined Effect of Carbon Fibers and Different Waste Aggregates on the Strength and Modulus of Elasticity of Modified Metakaolin-Based Geopolymer Concrete,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.36108/ujees/5202.70.0104,Evaluation of Concrete Incorporated with Waste Plastic and Tyre Rubber as Partial Replacements for Fine Aggregate,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.32492/nucleus.v4i1.4102,Pengaruh Kecepatan Screw dan Feeder pada Mesin Extruder terhadap Karakteristik Hasil Bijih Plastik,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.11648/j.jccee.20251002.13,"Flood-Resistant Sustainable Housing in Jamalpur District, Bangladesh",2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.29303/jpm.v20i3.8393,"Characteristics of Briquettes Made from Plastic Waste, Plastic-Coconut Shell Blends, and Plastic-Corn Cob Composites",2025,6,"supply chain, climate change, environmental impacts, value chain"
10.22214/ijraset.2025.70370,Performance Assessment of Concrete Incorporating Low-Density Waste Plastic Aggregates,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
